"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedge","5","177","2272199577600","7778304","2072576","9376","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\euewrqe\AppData\Local\Microsoft\Edge\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\euewrqe\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\euewrqe\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=91.0.4472.101 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 ""--annotation=prod=Microsoft Edge"" --annotation=ver=91.0.864.48 --initial-client-data=0xe8,0xec,0xf0,0xc0,0xf4,0x7ffeaa8206f8,0x7ffeaa820708,0x7ffeaa820718","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.046875","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5876","8",,"False","2021/06/15 2:37:01",,"12824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9376","9376","2072576","2072576","114544","114544","2162688","2162688","7823360","7823360","2272224743424","187043840","True","Normal","2072576","2072576","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","177","2272199577600","161878016","False",,,,"7778304","7778304",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0312500","00:00:00.0468750","00:00:00.0156250","0","","True",,
"msedge","5","393","2311319461888","173502464","112402432","22496","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --disable-client-side-phishing-detection --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3848 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","19.890625","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6044","4",,"False","2021/06/15 2:37:02",,"16900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22496","22496","112402432","112402432","834936","834936","146849792","146849792","205496320","205496320","2319977803776","695463936","True","Idle","112402432","112402432","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","393","2311319461888","627056640","False",,,,"173502464","173502464",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.3281250","00:00:19.8906250","00:00:18.5625000","0","","True",,
"MsMpEng","0","1071","2204921348096","260857856","435011584","99696",,,,,,,,,,"Process",,,"8",,,,,"11496",".",,,,"99696","99696","435011584","435011584","782472","782472","1558167552","1558167552","900456448","900456448","2205340545024","2022322176",,,"435011584","435011584","MsMpEng",,"0",,"System.Diagnostics.ProcessThreadCollection","1071","2204921348096","1603125248","False",,,,"260857856","260857856",,,,,,"0","","True",,
"Music.UI","5","467","2203852664832","2023424","17014784","30576","C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.20122.11121.0_x64__8wekyb3d8bbwe\Music.UI.exe","""C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.20122.11121.0_x64__8wekyb3d8bbwe\Music.UI.exe"" -ServerName:Microsoft.ZuneMusic.AppX48dcrcgzqqdshm3kf61t0cm5e9pyd6h6.mca",,"Microsoft Corporation","0.234375","10.20122.1112.00000","10.20122.111200000-20122","Music Application","Entertainment Platform","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6124","8",,"False","2021/06/13 23:23:04",,"920",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30576","30576","17014784","17014784","516832","516832","19578880","19578880","53149696","53149696","2203856859136","538636288","True","Normal","17014784","17014784","Music.UI","255","5",,"System.Diagnostics.ProcessThreadCollection","467","2203852664832","534441984","False",,,,"2023424","2023424",,"System.Diagnostics.ProcessModule (Music.UI.exe)","00:00:00.1718750","00:00:00.2343750","00:00:00.0625000","198706","Groove ミュージック","False",,
"MusNotifyIcon","5","343","2203483475968","22429696","4907008","19552","C:\WINDOWS\system32\MusNotifyIcon.exe","%systemroot%\system32\MusNotifyIcon.exe NotifyTrayIcon 9",,"Microsoft Corporation","0.53125","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","MusNotifyIcon.exe","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","672","6",,"False","2021/06/13 23:28:50",,"18700",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19552","19552","4907008","4907008","258912","258912","5263360","5263360","23154688","23154688","2203494264832","176041984","True","BelowNormal","4907008","4907008","MusNotifyIcon","255","5",,"System.Diagnostics.ProcessThreadCollection","343","2203483475968","165253120","False",,,,"22429696","22429696",,"System.Diagnostics.ProcessModule (MusNotifyIcon.exe)","00:00:00.2968750","00:00:00.5312500","00:00:00.2343750","0","","True",,
"mysqld","0","119","4442746880","7524352","22224896","8888",,,,,,,,,,"Process",,,"8",,,,,"4788",".",,,,"8888","8888","22224896","22224896","205968","205968","22413312","22413312","23801856","23801856","4449038336","154071040",,,"22224896","22224896","mysqld",,"0",,"System.Diagnostics.ProcessThreadCollection","119","4442746880","147779584","False",,,,"7524352","7524352",,,,,,"0","","True",,
"mysqld","0","607","4809605120","46604288","354697216","27176",,,,,,,,,,"Process",,,"8",,,,,"5804",".",,,,"27176","27176","354697216","354697216","215344","215344","368218112","368218112","313556992","313556992","4816441344","521474048",,,"354697216","354697216","mysqld",,"0",,"System.Diagnostics.ProcessThreadCollection","607","4809605120","514637824","False",,,,"46604288","46604288",,,,,,"0","","True",,
"NisSrv","0","210","2203417202688","10100736","4354048","12688",,,,,,,,,,"Process",,,"8",,,,,"4900",".",,,,"12688","12688","4354048","4354048","117680","117680","4636672","4636672","11501568","11501568","2203419852800","101629952",,,"4354048","4354048","NisSrv",,"0",,"System.Diagnostics.ProcessThreadCollection","210","2203417202688","98979840","False",,,,"10100736","10100736",,,,,,"0","","True",,
"notepad++","5","264","4483792896","22720512","13361152","17672","E:\MySoft\Notepad++\notepad++.exe","""E:\MySoft\Notepad++\notepad++.exe"" ","System.Diagnostics.Process (explorer)","Don HO don.h@free.fr","2.640625","7.88","7.88","Notepad++ : a free (GNU) source code editor","Notepad++","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1632","8",,"False","2021/06/14 14:05:02",,"15676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17672","17672","13361152","13361152","260360","260360","13619200","13619200","30945280","30945280","4498964480","203997184","True","Normal","13361152","13361152","notepad++","255","5",,"System.Diagnostics.ProcessThreadCollection","264","4483792896","188825600","False",,,,"22720512","22720512",,"System.Diagnostics.ProcessModule (notepad++.exe)","00:00:01.9531250","00:00:02.6406250","00:00:00.6875000","461072","*C:\Users\euewrqe\Downloads\isaac-ng_1.7.CT - Notepad++","True",,
"nssm","0","111","4368789504","5312512","2035712","7128",,,,,,,,,,"Process",,,"8",,,,,"4368",".",,,,"7128","7128","2035712","2035712","78528","78528","2244608","2244608","6758400","6758400","4374032384","79065088",,,"2035712","2035712","nssm",,"0",,"System.Diagnostics.ProcessThreadCollection","111","4368789504","73822208","False",,,,"5312512","5312512",,,,,,"0","","True",,
"nssm","0","111","4368789504","5312512","2031616","7128",,,,,,,,,,"Process",,,"8",,,,,"4376",".",,,,"7128","7128","2031616","2031616","78528","78528","2240512","2240512","6750208","6750208","4375080960","80113664",,,"2031616","2031616","nssm",,"0",,"System.Diagnostics.ProcessThreadCollection","111","4368789504","73822208","False",,,,"5312512","5312512",,,,,,"0","","True",,
"NVDisplay.Container","0","243","4393578496","9265152","3420160","11688",,,,,,,,,,"Process",,,"8",,,,,"2084",".",,,,"11688","11688","3420160","3420160","124496","124496","3612672","3612672","11374592","11374592","4398821376","103854080",,,"3420160","3420160","NVDisplay.Container",,"0",,"System.Diagnostics.ProcessThreadCollection","243","4393578496","98611200","False",,,,"9265152","9265152",,,,,,"0","","True",,
"NVDisplay.Container","5","435","4513153024","22663168","10948608","23520",,,,,,,,,,"Process",,,"8",,,,,"16684",".",,,,"23520","23520","10948608","10948608","274200","274200","34246656","34246656","53858304","53858304","4531458048","236490752",,,"10948608","10948608","NVDisplay.Container",,"5",,"System.Diagnostics.ProcessThreadCollection","435","4513153024","218185728","False",,,,"22663168","22663168",,,,,,"0","","True",,
"OfficeClickToRun","0","845","2203712520192","48734208","62316544","32360",,,,,,,,,,"Process",,,"8",,,,,"15272",".",,,,"32360","32360","62316544","62316544","390424","390424","862740480","862740480","894726144","894726144","2204466384896","1148162048",,,"62316544","62316544","OfficeClickToRun",,"0",,"System.Diagnostics.ProcessThreadCollection","845","2203712520192","394297344","False",,,,"48734208","48734208",,,,,,"0","","True",,
"OneDrive","5","1023","557297664","114831360","125972480","2456864","C:\Program Files (x86)\Microsoft OneDrive\OneDrive.exe","""C:\Program Files (x86)\Microsoft OneDrive\OneDrive.exe"" /background","System.Diagnostics.Process (explorer)","Microsoft Corporation","982.046875","21.099.0516.0003","21.099.0516.0003","Microsoft OneDrive","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4196","8",,"False","2021/06/13 23:15:47",,"1864",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","2456864","2456864","125972480","125972480","618536","618536","151191552","151191552","163905536","163905536","596312064","596312064","True","Normal","125972480","125972480","OneDrive","255","5",,"System.Diagnostics.ProcessThreadCollection","1023","557297664","557297664","False",,,,"114831360","114831360",,"System.Diagnostics.ProcessModule (OneDrive.exe)","00:03:21.5781250","00:16:22.0468750","00:13:00.4687500","0","","True",,
"ONENOTEM","5","157","2203435483136","1728512","2543616","10192","C:\Program Files\Microsoft Office\root\Office16\ONENOTEM.EXE","""C:\Program Files\Microsoft Office\root\Office16\ONENOTEM.EXE"" /tsr","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.171875","16.0.14026.20270","16.0.14026.20270","Send to OneNote Tool","Microsoft OneNote","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5944","8",,"False","2021/06/13 23:15:57",,"15504",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","2543616","2543616","161664","161664","2633728","2633728","11218944","11218944","2203438628864","120406016","True","Normal","2543616","2543616","ONENOTEM","255","5",,"System.Diagnostics.ProcessThreadCollection","157","2203435483136","117260288","False",,,,"1728512","1728512",,"System.Diagnostics.ProcessModule (ONENOTEM.EXE)","00:00:00.1406250","00:00:00.1718750","00:00:00.0312500","0","","True",,
"pg_ctl","0","97","4379992064","5472256","1380352","7808",,,,,,,,,,"Process",,,"8",,,,,"5040",".",,,,"7808","7808","1380352","1380352","85832","85832","1527808","1527808","6610944","6610944","4396769280","101801984",,,"1380352","1380352","pg_ctl",,"0",,"System.Diagnostics.ProcessThreadCollection","97","4379992064","85024768","False",,,,"5472256","5472256",,,,,,"0","","True",,
"postgres","0","319","4560429056","6873088","2879488","9224",,,,,,,,,,"Process",,,"8",,,,,"6188",".",,,,"9224","9224","2879488","2879488","162808","162808","2990080","2990080","7872512","7872512","4606619648","311652352",,,"2879488","2879488","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","319","4560429056","265461760","False",,,,"6873088","6873088",,,,,,"0","","True",,
"postgres","0","319","4556234752","11362304","3084288","9088",,,,,,,,,,"Process",,,"8",,,,,"7460",".",,,,"9088","9088","3084288","3084288","452936","452936","3194880","3194880","12283904","12283904","4606619648","311652352",,,"3084288","3084288","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","319","4556234752","261267456","False",,,,"11362304","11362304",,,,,,"0","","True",,
"postgres","0","381","4606652416","19628032","4591616","13880",,,,,,,,,,"Process",,,"8",,,,,"7500",".",,,,"13880","13880","4591616","4591616","468576","468576","4620288","4620288","20803584","20803584","4625625088","330657792",,,"4591616","4591616","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","381","4606652416","311685120","False",,,,"19628032","19628032",,,,,,"0","","True",,
"postgres","0","318","4556234752","8318976","3125248","9088",,,,,,,,,,"Process",,,"8",,,,,"7716",".",,,,"9088","9088","3125248","3125248","452936","452936","3223552","3223552","9101312","9101312","4606619648","311652352",,,"3125248","3125248","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","318","4556234752","261267456","False",,,,"8318976","8318976",,,,,,"0","","True",,
"postgres","0","319","4556234752","8519680","3141632","9088",,,,,,,,,,"Process",,,"8",,,,,"7724",".",,,,"9088","9088","3141632","3141632","452936","452936","3211264","3211264","9318400","9318400","4606619648","311652352",,,"3141632","3141632","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","319","4556234752","261267456","False",,,,"8519680","8519680",,,,,,"0","","True",,
"postgres","0","318","4556234752","7290880","2883584","9088",,,,,,,,,,"Process",,,"8",,,,,"8072",".",,,,"9088","9088","2883584","2883584","162808","162808","2912256","2912256","7921664","7921664","4606619648","311652352",,,"2883584","2883584","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","318","4556234752","261267456","False",,,,"7290880","7290880",,,,,,"0","","True",,
"postgres","0","319","4557283328","8093696","3993600","9224",,,,,,,,,,"Process",,,"8",,,,,"8080",".",,,,"9224","9224","3993600","3993600","453416","453416","4022272","4022272","8699904","8699904","4606619648","311652352",,,"3993600","3993600","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","319","4557283328","262316032","False",,,,"8093696","8093696",,,,,,"0","","True",,
"postgres","0","319","4556234752","7548928","3428352","9088",,,,,,,,,,"Process",,,"8",,,,,"8092",".",,,,"9088","9088","3428352","3428352","452936","452936","3530752","3530752","8523776","8523776","4606619648","311652352",,,"3428352","3428352","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","319","4556234752","261267456","False",,,,"7548928","7548928",,,,,,"0","","True",,
"powershell","5","1172","2204114227200","83849216","144429056","70256","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -NonInteractive -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2021.5.1' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\modules' -EnableConsoleRepl -StartupBanner '=====> PowerShell Integrated Console v2021.5.1 <=====
' -LogLevel 'Normal' -LogPath 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\logs\1623682720-e7a05844-4e2c-4672-8222-3e026e9fbe5d1623682674280\EditorServices.log' -SessionDetailsPath 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\sessions\PSES-VSCode-14008-736680' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","355.5625","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2516","8",,"False","2021/06/14 23:58:44",,"9692",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","70256","70256","144429056","144429056","570496","570496","164552704","164552704","160063488","160063488","2204140462080","822239232","True","Normal","144429056","144429056","powershell","255","5",,"System.Diagnostics.ProcessThreadCollection","1172","2204114227200","796004352","False",,,,"83849216","83849216",,"System.Diagnostics.ProcessModule (powershell.exe)","00:02:06.6406250","00:05:55.5625000","00:03:48.9218750","0","","True",,
"powershell","5","1559","2204199473152","192847872","206856192","93648","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -NonInteractive -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2021.5.1' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\modules' -EnableConsoleRepl -StartupBanner '=====> PowerShell Integrated Console v2021.5.1 <=====
' -LogLevel 'Normal' -LogPath 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\logs\1623683091-3db445d8-0b6e-4e1a-b28d-9507837d78031623683087446\EditorServices.log' -SessionDetailsPath 'c:\Users\euewrqe\.vscode\extensions\ms-vscode.powershell-2021.5.1\sessions\PSES-VSCode-14008-625966' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","516.703125","10.0.19041.1100 (WinBuild.160101.0800)","10.0.19041.1100","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5256","8",,"False","2021/06/15 0:04:52",,"11032",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","93648","93648","206856192","206856192","717888","717888","234942464","234942464","227033088","227033088","2204221857792","903634944","True","Normal","206856192","206856192","powershell","255","5",,"System.Diagnostics.ProcessThreadCollection","1559","2204199473152","881250304","False",,,,"192847872","192847872",,"System.Diagnostics.ProcessModule (powershell.exe)","00:02:40.8750000","00:08:36.7031250","00:05:55.8281250","0","","True",,
